player_id,family_name,given_name,count_tournaments
P-00616,de Winter,Arie,1
P-05664,De Winter,Alfons,1
P-09507,de Wolf,John,1
P-06910,De Wolf,Michel,3
P-04333,de Zeeuw,Demy,1
P-07449,Debuchy,Mathieu,1
P-03802,Deco,not applicable,2
P-01716,Dedić,Zlatko,1
P-07556,Deering,Chad,1
P-04564,Deflandre,Éric,2
P-00781,Defoe,Jermain,1
P-01466,Défossé,Robert,1
P-09084,Defour,Steven,1
P-08190,Degen,David,1
P-01254,Degen,Philipp,1
P-08227,Degenek,Miloš,1
P-01839,Degeorgi,Josef,1
P-08937,Degryse,Marc,2
P-08511,Deheleanu,Vasile,1
P-07060,Dejagah,Ashkan,2
P-08837,del Águila,Alfredo,1
P-08536,del Castillo,José,1
P-05564,del Muro,Jesús,3
P-07211,del Olmo,Joaquín,1
P-09417,Del Piero,Alessandro,3
P-06783,del Sol,Luis,2
P-02226,Delaney,Thomas,1
P-08242,Delbeke,Gérard,1
P-03974,Deleanu,Augustin,1
P-02254,Delfour,Edmond,3
P-06431,Delgado,Agustín,2
P-06256,Delgado,Edder,1
P-05706,Delgado,José Ramón,2
P-03427,Delgado,Marcelo,1
P-03896,Delgado,not applicable,1
P-00187,Delgado,Rogelio,1
P-06464,Della Torre,José,1
P-04984,Dellacha,Pedro,1
P-09494,Delmer,Célestin,2
P-04531,Delph,Fabian,1
P-03699,Delvecchio,Marco,1
P-07083,Demaría,Attilio,2
P-06575,Dembélé,Mousa,2
P-02718,Dembélé,Ousmane,1
P-09452,Dembrovschi,Emerich,1
P-04600,Demel,Guy,2
P-03433,DeMerit,Jay,1
P-07699,Demichelis,Martín,2
P-04095,Demol,Stéphane,2
P-04433,Dempsey,Clint,3
P-03119,Demyanenko,Anatoliy,3
P-02863,Dendoncker,Leander,1
P-09558,Denegri,Alberto,1
P-09752,Denev,Georgi,1
P-01039,Denílson,not applicable,1
P-05599,Denílson,not applicable,2
P-05445,Denis,Modesto,1
P-03435,Denisov,Igor,1
P-01083,Depay,Memphis,1
P-08554,Dequinha,not applicable,1
P-01457,Derdiyok,Eren,1
P-08623,Dereuddre,René,1
P-03135,Dermendzhiev,Dinko,3
P-07128,Desailly,Marcel,2
P-09283,Deschamps,Didier,1
P-03831,Désir,Jean-Claude,1
P-06132,Desmet,Philippe,1
P-00978,Deşu,Adalbert,1
P-08277,Détári,Lajos,1
P-07572,Deverić,Stjepan,1
P-06945,Devincenzi,Alfredo,1
P-07305,Devries,François,1
P-06209,Devrindt,Johan,1
P-08103,Dewalque,Nicolas,1
P-04580,Deyanov,Ivan,1
P-08763,Deyna,Kazimierz,2
P-01800,Dezotti,Gustavo,1
P-07690,Dghay,Said,1
P-08632,Dhiab,Tarak,1
P-00686,Dhorasoo,Vikash,1
P-03642,Dhouib,Mokhtar,1
P-07465,Di Biagio,Luigi,2
P-03668,Di Gennaro,Antonio,1
P-01436,Di Livio,Angelo,2
P-02412,Di Lorto,Laurent,1
P-04158,Di María,Ángel,3
P-05673,Di Matteo,Roberto,1
P-08291,Di Natale,Antonio,1
P-00999,Di Stéfano,Alfredo,1
P-08503,Diaby,Abou,1
P-03265,Diagne,Raoul,1
P-00363,Diallo,Abdoulaye,1
P-05062,Diallo,Omar,1
P-00542,Diamantino,not applicable,1
P-04383,Diao,Salif,1
P-01955,Diarra,Alou,2
P-07293,Dias,Rúben,1
P-02537,Diatta,Lamine,1
P-01854,Díaz,Eusebio,1
P-06843,Díaz,Farid,1
P-02173,Díaz,Guillermo,1
P-08654,Díaz,Hernán,1
P-02774,Díaz,Isidoro,3
P-06760,Díaz,Ismael,1
P-08134,Díaz,Júnior,1
P-04299,Díaz,Marcelo,1
P-08313,Díaz,Miguel Ángel,1
P-08342,Díaz,Nelson,1
P-01117,Díaz,Ramón,1
P-09739,Díaz,Rubén Toribio,2
P-09344,Dick,Walter,1
P-06077,Dickinson,Jimmy,2
P-07008,Dida,not applicable,1
P-07724,Dida,not applicable,3
P-07686,Diddens,Jan,1
P-09343,Didi,not applicable,3
P-05321,Didulica,Joey,1
P-09439,Dié,Serey,1
P-01549,Dienert,Franz,1
P-09516,Dienst,Robert,2
P-04130,Dier,Eric,1
P-07787,Dietrich,Peter,1
P-00631,Dietz,Bernard,1
P-09536,Diev,Todor,1
P-03853,Digne,Lucas,1
P-02741,Dihanich,Johann,1
P-06492,Dikgacoi,Kagisho,1
P-01559,Dimitriadis,Vasilis,1
P-06215,Dimitrov,Georgi,1
P-04461,Dimitrov,Ivan,2
P-01220,Dimitrov,Panteley,1
P-09925,Dimov,Dimitar,1
P-06608,Dinamite,Roberto,2
P-02991,Dinçer,Mehmet,1
P-07422,Dindane,Aruna,2
P-05341,Dinmohammadi,Sirous,1
P-05960,Dinu,Cornel,1
P-04720,Diogo,Víctor,1
P-02542,Diomandé,Ismaël,1
P-06128,Diomède,Bernard,1
P-04667,Diop,Papa Bouba,1
P-05199,DiOrio,Nicholas,1
P-06645,Diouf,El Hadji,1
P-06944,Diouf,Mame Biram,1
P-00339,Dirar,Nabil,1
P-02014,Dirceu,not applicable,3
P-05741,Dirickx,Henri,1
P-04740,Dirimlili,Basri,1
P-02765,Diskerud,Mix,1
P-03849,Disztl,László,1
P-06950,Disztl,Péter,1
P-03240,Ditchburn,Ted,1
P-03485,Dixon,Kerry,1
P-06935,Dixon,Linval,1
P-04262,Djabou,Abdelmoumene,1
P-00391,Djakpa,Constant,1
P-02797,Djebbour,Rafik,1
P-06640,Djemba-Djemba,Eric,1
P-09909,Djeugoué,Cédric,1
P-01700,Djonkep,Bonaventure,1
P-06627,Djorkaeff,Jean,1
P-01626,Djorkaeff,Youri,2
P-00429,Djourou,Johan,3
P-07266,Dmitrović,Marko,1
P-08716,Dobay,Ștefan,2
P-06395,Dobiaš,Karol,1
P-05835,Doboș,Anton,1
P-09309,Dobrin,Nicolae,1
P-02461,Dobrovolski,Igor,1
P-06321,Doca,not applicable,1
P-09876,Docherty,Tommy,2
P-06938,Dockx,Jean,1
P-05029,Dods,Glenn,1
P-04183,Doesburg,Pim,1
P-02651,Doi,Yoichi,1
P-00824,Dojčinovski,Kiril,1
P-02466,Đokić,Momčilo,1
P-00129,Dolan,Paul,1
P-04751,Dolberg,Kasper,1
P-05407,Dolejší,Břetislav,1
P-08228,Dolmy,Abdelmajid,1
P-01757,Dolny,Tadeusz,1
P-01907,Domarski,Jan,1
P-01538,Domenghini,Angelo,1
P-08352,Domide,Flavius,1
P-09962,Domínguez,Alejandro,1
P-08083,Domínguez,Alexander,1
P-04276,Domínguez,Alfonso,1
P-09358,Domínguez,Diógenes,1
P-04502,Domínguez,Rogelio,1
P-04525,Domoraud,Cyril,1
P-01523,Donachie,Willie,2
P-02229,Donadoni,Roberto,2
P-05597,Donaghy,Mal,2
P-05859,Donati,Aldo,1
P-01139,Donelli,Aldo,1
P-08102,Doni,Cristiano,1
P-02369,Doni,not applicable,1
P-07903,Donnelly,Simon,1
P-00973,Donoso,Humberto,1
P-06818,Donovan,Landon,3
P-08168,Dooley,Thomas,2
P-00275,Dorado,Pablo,1
P-01612,Đorđević,Nenad,1
P-01183,Đorđević,Predrag,1
P-06679,Dorigo,Tony,1
P-04345,Doriva,not applicable,1
P-09632,Đorović,Goran,1
P-01909,Dorst,not applicable,1
P-07818,dos Santos,Giovani,3
P-01014,dos Santos,Jonathan,1
P-07437,dos Santos,Julio,1
P-07451,Dossena,Giuseppe,1
P-09682,Dossevi,Thomas,1
P-00757,Dougan,Derek,1
P-04641,Douglas,Bryan,2
P-02140,Douglas,Jimmy,1
P-00529,Douis,Yvon,1
P-05605,Doumbia,Seydou,1
P-05142,Downing,Stewart,1
P-00836,Doyle,John,1
P-04654,Dragolov,Vasil,1
P-05372,Dragutinović,Ivica,1
P-08900,Draman,Haminu,1
P-05866,Draxler,Julian,2
P-03999,Dremmler,Wolfgang,1
P-05507,Drid,Nacerdine,1
P-05063,Dries,Marcel,1
P-00218,Drmić,Josip,2
P-08969,Drogba,Didier,3
P-06705,Drok,Daaf,1
P-03342,Dropsy,Dominique,1
P-03825,Drulović,Ljubinko,1
P-03038,Drummond,Domingo,1
P-07700,Drummond,Jervis,2
P-01437,Du,Wei,1
P-06689,Duarte,Jaime,2
P-02615,Duarte,Manuel,1
P-04533,Duarte,Óscar,2
P-03823,Dubinski,Eduard,1
P-07036,Dubó,Rodolfo,1
P-04332,Ducke,Peter,1
P-09440,Ducosté,Serge,1
P-02084,Duda,not applicable,1
P-05552,Dudás,János,2
P-06862,Dudek,Jerzy,1
P-07802,Dudić,Milan,1
P-05592,Dudka,Dariusz,1
P-09973,Duff,Damien,1
P-02083,Dugarry,Christophe,2
P-06543,Đukić,Miroslav,1
P-03673,Dulca,Cristian,1
P-07473,Duljaj,Igor,1
P-04515,Dumitrache,Florea,1
P-01078,Dumitrescu,Ilie,3
P-07538,Dumitru,Ion,1
P-00148,Dunga,not applicable,3
P-01236,Dunker,Gösta,1
P-05928,Dunlop,George,1
P-03919,Dunne,Richard,1
P-03730,Duquesne,Jacques,1
P-05471,Durandal,Segundo,1
P-06559,Ďurica,Ján,1
P-03635,Đuričić,Anđelko,1
P-05974,Durie,Gordon,2
P-04897,Durković,Vladimir,1
P-03314,Durm,Erik,1
P-02011,Durmaz,Jimmy,1
P-08668,Dürr,Richard,2
P-03577,Dvořák,Milan,1
P-07418,Dvornić,Dionizije,1
P-03788,Dyakov,Iliya,1
P-09313,Dybala,Paulo,1
P-06149,Dyer,Kieron,1
P-09487,Dytko,Ewald,1
P-08682,Dzagoev,Alan,2
P-04417,Džajić,Dragan,1
P-01282,Džeko,Edin,1
P-03892,Džemaili,Blerim,3
P-02486,Dziekanowski,Dariusz,1
P-03496,Džinić,Elvedin,1
P-03429,Dziuba,Marek,1
P-04639,Dzodzuashvili,Revaz,1
P-02333,Dzyuba,Artem,1
P-07335,Earle,Robbie,1
P-07981,Eastham,George,2
P-05870,Ebongué,Ernest,1
P-04753,Eboué,Emmanuel,2
P-08702,Ebrahimi,Omid,1
P-00977,Ebuehi,Tyronne,1
P-06834,Ebwellé,Bertin,1
P-02940,Echagüe,Eligio,1
P-09519,Echeberría,Luis María,1
P-09202,Echeverry,Héctor,1
P-03684,Echiéjilé,Elderson,2
P-04824,Eckel,Horst,2
P-04926,Eckersley,Bill,1
P-08592,Eder,Norbert,1
P-05008,Eder,not applicable,1
P-05515,Éder,not applicable,1
P-05667,Ederson,not applicable,1
P-01857,Edevaldo,not applicable,1
P-03330,Edílson,not applicable,1
P-06803,Edinho,not applicable,3
P-04588,Edivaldo,not applicable,1
P-00401,Edman,Erik,2
P-01775,Edmílson,not applicable,1
P-01102,Edmundo,not applicable,1
P-01231,Édson,not applicable,1
P-05385,Edström,Ralf,2
P-09510,Edu,Maurice,1
P-02293,Edu,not applicable,3
P-02269,Eduardo,not applicable,2
P-09770,Eduardo,not applicable,1
P-08589,Edwards,Carlos,1
P-04879,Edwards,Federico,1
P-03148,Edwards,Trevor,1
P-01058,Effenberg,Stefan,1
P-00814,Eggen,Dan,2
P-06915,Eggimann,Mario,1
P-02771,Eggimann,Oliver,2
P-01744,Egli,André,1
P-05702,Eguavoen,Augustine,2
P-07045,Eguren,Sebastián,1
P-00180,Egwuekwe,Azubuike,1
P-06182,Eich,Walter,1
P-04820,Eichmann,Eric,1
P-05911,Eichmann,Léo,1
P-03352,Eid,Saber,1
P-05520,Eisenbeisser,Alfred,1
P-01849,Eizaguirre,Ignacio,1
P-03323,Ejderstedt,Inge,2
P-07094,Ejide,Austin,3
P-08701,Ejiofor,Eric,1
P-05144,Ekdal,Albin,1
P-08130,Ekéké,Eugène,1
P-07750,Ekemé,Samuel,1
P-07178,Eken,Bülent,1
P-08193,Ekofa,Mbungu,1
P-02745,Ekoku,Efan,1
P-05617,Ekramy,Sherif,1
P-00626,Ekström,Johnny,1
P-06548,El Ahmadi,Karim,1
P-07088,El Biyaz,Mustafa,1
P-07872,El Brazi,Abdelkader,1
P-01962,El Filali,Mohammed,1
P-01642,El Hadary,Essam,1
P-09206,El Haddaoui,Mouncif,1
P-02378,El Haddaoui,Mustafa,2
P-02426,El Hadi,Larbi,1
P-01524,El Hadrioui,Abdelkrim,2
P-07998,El Kaabi,Ayoub,1
P-06365,El Khalej,Tahar,2
P-07316,El Khiati,Abdelkader,1
P-08016,El Louze,Ridha,1
P-05086,El Ouaer,Chokri,1
P-09986,El Said,Abdallah,1
P-05174,El Shenawy,Mohamed,1
P-04195,El-Batal,Thabet,1
P-05523,El-Far,Hassan,1
P-09977,El-Jaouachi,Ahmed,1
P-00404,El-Kaf,Ali,1
P-08286,El-Kass,Ahmed,1
P-00347,El-Nigero,Mahmoud,1
P-00327,El-Soury,Yacout,1
P-01711,Eladio,not applicable,1
P-02218,Elanga,Joseph,1
P-08273,Elano,not applicable,1
P-06189,Elduayen,Federico,1
P-08972,Elgueta,Humberto,1
P-09681,Elia,Eljero,1
P-00945,Elkhattabi,Ali,1
P-06503,Elkjær,Preben,1
P-07993,Elliott,Matt,1
P-09709,Elliott,Simon,1
P-01998,Elmander,Johan,1
P-06267,Elmohamady,Ahmed,1
P-00751,Elneny,Mohamed,1
P-06389,Eloy,not applicable,1
P-01019,Elrick,Adrian,1
P-07056,Elsener,Karl,2
P-07425,Elsworthy,John,1
P-01603,Elvedi,Nico,1
P-00837,Ely,not applicable,2
P-09123,Elzo,not applicable,1
P-05764,Emaná,Achille,1
P-04400,Embé,David,1
P-02230,Embolo,Breel,1
P-00212,Emenalo,Michael,1
P-05976,Emenike,Emmanuel,1
P-09873,Emerson,not applicable,2
P-07978,Emerton,Brett,2
P-00058,Emmerich,Lothar,1
P-07876,Emmers,Marc,2
P-01351,En-Nesyri,Youssef,1
P-09953,Enanga,Joseph,1
P-04688,Enayati,Reza,1
P-02174,Enciso,Julio César,1
P-09052,Endo,Wataru,1
P-00514,Endō,Yasuhito,3
P-09563,Enevoldsen,Thomas,1
P-09314,Engelmeier,Bruno,1
P-01315,Engels,Stephan,1
P-04650,Englebert,Gaëtan,1
P-03589,Engqvist,Leif,1
P-02769,Enoh,Eyong,2
P-02302,Enoka,Edmond,1
P-03309,Enrique,Héctor,1
P-00381,Enrique,Luis,3
P-03426,Enyeama,Vincent,3
P-03278,Epalle,Joël,1
P-02288,Erassa,Affo,1
P-05423,Erazo,Frickson,1
P-03975,Ercan,Abdullah,1
P-03220,Erdem,Arif,1
P-05256,Erdem,Naci,1
P-07899,Ergić,Ivan,1
P-09102,Erhardt,Herbert,3
P-03262,Eriksen,Christian,2
P-08203,Eriksen,John,1
P-03170,Eriksen,Nils,1
P-00106,Eriksson,Ivar,1
P-08041,Eriksson,Jan,1
P-09182,Eriksson,Lars,2
P-09780,Eriksson,Leif,1
P-03477,Erlandsson,Ingemar,1
P-09726,Erlingmark,Magnus,1
P-08862,Ersoy,Şükrü,1
P-01846,Ertan,Mustafa,1
P-03164,Eryol,Rober,1
P-09545,Escalada,Guillermo,1
P-09881,Eschmann,Norbert,2
P-07844,Escobar,Andrés,2
P-07312,Escobar,Enzo,1
P-00624,Escobar,Eusebio,1
P-07868,Escobar,Fidel,1
P-02323,Escober,Donis,2
P-08892,Escuti,Misael,1
P-07254,Eskandarian,Andranik,1
P-00168,España,Miguel,1
P-06766,Espárrago,Víctor,3
P-02706,Espinoza,César,1
P-01421,Espinoza,Giovanny,2
P-08812,Espinoza,Missael,1
P-06921,Espinoza,Roger,2
P-05527,Essediri,Karim,1
P-00530,Essien,Michael,2
P-04644,Estay,Fabián,1
P-09617,Esterházy,Márton,1
P-02808,Estili,Hamid,1
P-06429,Estrada,Andrés,1
P-01850,Estrada,Carlos,1
P-00717,Estrada,Marco,1
P-07770,Etcheverry,Marco,1
P-09526,Etcheverry,Romildo,1
P-02645,Etebo,Peter,1
P-00030,Etepe,Kakoko,1
P-03935,Eto'o,Samuel,4
P-05535,Ettori,Jean-Luc,1
P-07394,Etuhu,Dickson,1
P-03061,Etxeberria,Joseba,1
P-01633,Eusébio,not applicable,1
P-05193,Evani,Alberigo,1
P-07766,Evans,Allan,1
P-09949,Evans,Bobby,2
P-04860,Evans,Paul,1
P-00754,Evaristo,Juan,1
P-06416,Evaristo,Mario,1
P-05868,Everaldo,not applicable,1
P-00046,Evra,Patrice,2
P-08573,Eyjólfsson,Hólmar Örn,1
P-04353,Eyobo,Oscar,1
P-06240,Eyzaguirre,Luis,2
P-04243,Ezatolahi,Saeid,1
P-01899,Ezenwa,Ikechukwu,1
P-03467,Ezeugo,Emeka,1
P-07991,Fabbri,Néstor,1
P-03922,Fabián,Marco,2
P-06981,Fabiano,Luís,1
P-01502,Fabiański,Łukasz,2
P-03059,Fàbregas,Cesc,3
P-08952,Facchetti,Giacinto,3
P-01171,Facundo,Héctor,1
P-06879,Fadiga,Khalilou,1
P-06868,Fadili,Jalili,1
P-01581,Faé,Emerse,1
P-01503,Fagner,not applicable,1
P-07404,Fagoaga,Ramón,1
P-09025,Fahmy,Aziz,1
P-02813,Fahrian,Wolfgang,1
P-05845,Fajardo,Luis,1
P-09032,Fajr,Fayçal,1
P-03402,Falcao,Radamel,1
P-05820,Falcão,not applicable,2
P-01767,Falin,Yuri,1
P-07279,Fallon,Rory,1
P-05258,Fan,Zhiyi,1
P-01887,Faraki,Hossein,1
P-01105,Faras,Ahmed,1
P-07315,Farfán,Jefferson,1
P-03766,Farfán,Salvador,1
P-09817,Farías,Arturo,1
P-01223,Farías,Rogelio,1
P-09059,Fariba,Behtash,1
P-06508,Farkas,János,2
P-04936,Farnerud,Pontus,1
P-07592,Fathy,Ahmed,1
P-08600,Fatton,Jacques,2
P-00853,Fattori,Osvaldo,1
P-07974,Faulhaber,Gerrit,1
P-04503,Fausto,not applicable,1
P-07685,Fawzi,Abdulrahman,1
P-05111,Faye,Amdy,1
P-07290,Fayzulin,Viktor,1
P-07494,Fazekas,László,2
P-09406,Fazio,Federico,1
P-03868,Fede,not applicable,1
P-01591,Federici,Adam,1
P-07976,Fedosov,Genrich,1
P-09126,Feghouli,Sofiane,1
P-09187,Feiersinger,Wolfgang,1
P-03770,Feigenbaum,Yehoshua,1
P-01882,Feilhaber,Benny,1
P-05919,Fejzić,Jasmin,1
P-02762,Fekir,Nabil,1
P-04065,Felecan,Iacob,1
P-03232,Félix,not applicable,1
P-00718,Fellaini,Marouane,2
P-06263,Fenwick,Terry,1
P-00159,Fenyvesi,Máté,3
P-03709,Fer,Leroy,1
P-00383,Ferdinand,Les,1
P-06624,Ferdinand,Rio,3
P-01382,Fergani,Ali,1
P-06838,Fernandes,Bruno,1
P-04444,Fernandes,Daniel,1
P-01302,Fernandes,Gélson,3
P-06947,Fernandes,Manuel,1
P-00156,Fernandes,Mário,1
P-06785,Fernández,Álvaro,1
P-05921,Fernández,Ángel,1
P-09943,Fernández,Arturo,1
P-05805,Fernández,Augusto,1
P-04453,Fernández,Federico,1
P-03167,Fernández,Félix,1
P-01939,Fernández,Gualberto,1
P-02180,Fernández,Gustavo,1
P-01703,Fernández,José,1
P-04382,Fernández,Lorenzo,1
P-07435,Fernández,Luis,1
P-01052,Fernández,Matías,1
P-01830,Fernández,René,1
P-03223,Fernández,Roberto,1
P-05754,Fernández,Sebastián,1
P-01184,Fernández,Tomás,1
P-07790,Fernandinho,not applicable,2
P-04545,Fernando,not applicable,1
P-09718,Fernando,not applicable,1
P-04078,Fernie,Willie,2
P-00870,Ferrante,Ugo,1
P-01159,Ferrara,Ciro,1
P-06750,Ferrari,Giovanni,2
P-04747,Ferrario,Rino,1
P-01640,Ferraris,Attilio,1
P-00963,Ferraris,Pietro,1
P-07544,Ferreira,Buenaventura,1
P-05678,Ferreira,Manuel,1
P-00358,Ferreira,Paulo,2
P-00256,Ferreiro,Roberto,1
P-06171,Ferrel,Leonardo,1
P-00229,Ferrer,Albert,2
P-02872,Ferrer,Pedro,1
P-00076,Ferreri,Jean-Marc,1
P-00214,Ferri,Riccardo,1
P-01050,Ferrini,Giorgio,1
P-04219,Fesselet,Gilbert,1
P-09915,Festa,Alberto,1
P-04149,Fetfatzidis,Giannis,1
P-01934,Feudjou,Loïc,1
P-00884,Feureisl,Jiří,1
P-07391,Feurer,Herbert,1
P-08598,Feutmba,Roger,1
P-04976,Fiala,Jan,1
P-07148,Fiala,Jean-Pierre,1
P-01307,Fichtel,Klaus,1
P-08967,Fidélis,not applicable,1
P-01024,Fieber,Peter,1
P-03803,Fiedler,Bill,1
P-01715,Fierro,Gonzalo,1
P-03848,Fievez,Jean,1
P-06677,Figo,Luís,2
P-07247,Figueiredo,Ernesto,1
P-04550,Figueiredo,Paulo,1
P-06093,Figueroa,Elías,3
P-07812,Figueroa,Maynor,2
P-08924,Figueroa,Roberto,1
P-03432,Fileković,Suad,1
P-04335,Filimonov,Aleksandr,1
P-09772,Filipescu,Iulian,1
P-02665,Fillol,Ubaldo,3
P-09006,Findley,Robbie,1
P-00207,Finnan,Steve,1
P-01866,Finnbogason,Alfreð,1
P-03077,Finney,Tom,3
P-04817,Finney,Tommy,1
P-08137,Firm,Vladimir,1
P-01940,Firmino,Roberto,1
P-06020,Fischer,Andrzej,1
P-01085,Fischer,Klaus,2
P-00770,Fischer,Viktor,1
P-04232,Fish,Mark,1
P-06653,Fjørtoft,Jan Åge,1
P-06810,Flávio,not applicable,1
P-07589,Fleck,Robert,1
P-04213,Flešár,Anton,1
P-09842,Flo,Håvard,1
P-00636,Flo,Jostein,2
P-07402,Flo,Tore André,1
P-02716,Flohe,Heinz,2
P-04328,Florentín,Diego,1
P-01766,Flores,Antonio,1
P-03422,Flores,Edison,1
P-03387,Flores,Francisco,1
P-09790,Flores,Luis,1
P-00425,Flores,Miguel,1
P-05083,Flores,Róger,1
P-08310,Flores,Salvador,1
P-02116,Flores Ocaranza,Ignacio,1
P-06672,Florie,Tom,2
P-07658,Flowers,Ron,2
P-02672,Flowers,Tim,1
P-02544,Flückiger,Marcel,1
P-08432,Foé,Marc-Vivien,2
P-00413,Fogli,Romano,1
P-09141,Fokin,Sergei,1
P-08777,Foni,Alfredo,1
P-04782,Fonseca,Daniel,1
P-00821,Fonseca,Danny,1
P-00845,Fonseca,Francisco,1
P-09424,Fonseca,Rolando,1
P-00643,Fontaine,Just,1
P-09912,Fontana,not applicable,1
P-07486,Fonte,José,1
P-01582,Fontes,Dagoberto,1
P-03349,Ford,Donald,1
P-01628,Forlán,Diego,3
P-05387,Forlán,Pablo,2
P-06565,Forsberg,Emil,1
P-04752,Forson,Richmond,1
P-00384,Forster,Fraser,1
P-02822,Förster,Bernd,1
P-01182,Förster,Karlheinz,2
P-07834,Forsyth,Tom,1
P-08477,Fortes,not applicable,1
P-07915,Fortune,Quinton,2
P-03407,Foster,Ben,1
P-04399,Foster,Steve,1
P-04000,Fouilloux,Alberto,2
P-03462,Fournier,Sébastien,1
P-02146,Fowler,Robbie,1
P-04083,Fragoso,Javier,2
P-05131,Francescoli,Enzo,2
P-02967,Françillon,Henri,1
P-01938,Francis,Trevor,1
P-03902,Francis,Waylon,1
P-05590,Francisco,not applicable,1
P-04486,Franco,Guillermo,2
P-06637,Franco,Juan Carlos,1
P-07152,Franco,Leo,1
P-09385,François,Guy,1
P-01947,Frandsen,Per,1
P-02183,Franjic,Ivan,1
P-04939,Franke,Bernd,1
P-04326,Frantzen,Odd,1
P-04156,Franzl,Friederich,1
P-01062,Fraser,Henk,1
P-00606,Frechaut,Nuno,1
P-09130,Fred,not applicable,2
P-02688,Fred,not applicable,1
P-02990,Frederico,not applicable,1
P-02320,Frei,Alexander,2
P-07135,Freschi,Héctor,1
P-04742,Fretes,César López,1
P-09324,Freuler,Remo,1
P-01623,Freund,Steffen,1
P-00745,Friaça,not applicable,1
P-05194,Frick,Ernst,1
P-06330,Friðjónsson,Samúel,1
P-08936,Friedel,Brad,3
P-04247,Friedländer,Hans-Peter,1
P-01296,Friedmanszky,Zoltán,1
P-06104,Friedrich,Arne,2
P-02516,Friese,Werner,1
P-07620,Frigerio,Alessandro,1
P-05860,Frigerio,Roberto,1
P-09426,Frignani,Amleto,1
P-02620,Frimann,Per,1
P-02737,Frings,Torsten,2
P-00266,Fritsche,Joachim,1
P-07078,Frosio,Ivo,1
P-03997,Fuchsbichler,Erwin,1
P-08757,Fucile,Jorge,2
P-06338,Fuentes,Ismael,1
P-07616,Fuentes,Nicolás,1
P-04292,Fuentes,Ronald,1
P-04624,Fuenzalida,José Pablo,1
P-02713,Führer,Hansruedi,1
P-08441,Fukunishi,Takashi,2
P-00126,Fülöp,Ferenc,1
P-09311,Furiassi,Zeffiro,1
P-02277,Furino,Giuseppe,1
P-02931,Furtok,Jan,1
P-08506,Fusté,Josep Maria,1
P-07635,Futó,Gyula,1
P-01946,Futre,Paulo,1
P-03538,Gaber,Omar,1
P-04892,Gabr,Ali,1
P-05756,Gabriel,Reuben,1
P-00551,Gabriel de Anda,Francisco,1
P-03239,Gabrillargues,Louis,1
P-06333,Gabsi,Hassen,1
P-02624,Gabulov,Vladimir,1
P-00554,Gadocha,Robert,1
P-00852,Gaetjens,Joe,1
P-09920,Gaganelov,Boris,2
P-01484,Gago,Fernando,1
P-03720,Gaínza,Agustín,1
P-03634,Gajdoš,Kazimír,2
P-02316,Gajser,Saša,1
P-04991,Galásek,Tomáš,1
P-03717,Galateo,Alberto,1
P-09721,Gâlcă,Constantin,2
P-06940,Galderisi,Giuseppe,1
P-02531,Gałecki,Antoni,1
P-05686,Galekovic,Eugene,2
P-08207,Galiamin,Dmitri,1
P-01407,Galić,Milan,1
P-03160,Galič,Marinko,1
P-04504,Galindo,Benjamín,1
P-05180,Galindo,Mario,2
P-03501,Galindo,Plácido,1
P-06920,Gallacher,Kevin,1
P-09481,Gallagher,Jimmy,2
P-02248,Gallardo,Alberto,1
P-08156,Gallardo,Jesús,1
P-08547,Gallardo,Marcelo,2
P-06188,Gallas,William,2
P-01908,Gallego,Américo,2
P-09166,Gallego,not applicable,1
P-07194,Gallego,Ricardo,2
P-01026,Gallese,Pedro,1
P-05857,Galli,Carlo,1
P-07329,Galli,Giovanni,2
P-00040,Galván,Luis,2
P-04822,Galván,Rubén,1
P-08525,Galvão,Mauro,2
P-03869,Gamarra,Carlos,3
P-08977,Gamarra,Rodolfo,1
P-08978,Gambetta,Schubert,1
P-09077,Gamboa,Cristian,2
P-04310,Gamboa,Delio,1
P-03381,Gamboa,Miguel Ángel,1
P-02128,Gancarczyk,Seweryn,1
P-07034,Gao,Yao,1
P-06570,Gaouaoui,Lounès,1
P-01834,Garaba,Imre,2
P-03484,Garay,Ezequiel,1
P-07902,Garay,Jesús,1
P-09763,Garcé,Ariel,1
P-06611,Garcete,Tranquilino,1
P-08540,Garcia,Richard,1
P-04110,García,Boniek,2
P-00563,García,Domingo,1
P-06550,García,Juan Carlos,1
P-06579,García,Luis,1
P-03420,García,Pablo,1
P-02261,García,Rafael,2
P-06811,García,Rolando,1
P-07220,García Aspe,Alberto,3
P-05169,García Postigo,Luis,2
P-07158,Gärd,Ingvar,1
P-02796,Gardassanich,Gino,1
P-06712,Gardner,Ricardo,1
P-00748,Gargano,Walter,2
P-06436,Garisto,Luis,1
P-06685,Garré,Oscar,1
P-03389,Garrido,Lizardo,1
P-00987,Garrido,Luis,1
P-04025,Garrincha,not applicable,3
P-00249,Garza Gutiérrez,Francisco,1
P-07181,Garza Gutiérrez,Rafael,1
P-09647,Gascoigne,Paul,1
P-06245,Gasmi,Khaled,1
P-07865,Gassama,Lamine,1
P-07634,Gastulo,Hugo,1
P-05525,Gatti,Hugo,1
P-05642,Gattuso,Gennaro,3
P-01368,Gauchel,Josef,1
P-05591,Gaúcho,Renato,1
P-08374,Gaudino,Maurizio,1
P-06045,Gavilán,Diego,2
P-04469,Gavilán,Manuel,1
